"EF1","BOGENART","FALLNR","LEISTUNGSGRUPPE","PERSONENGRUPPE","TAETIGKEITSSCHLUESSEL1","TAETIGKEITSSCHLUESSEL2","TAETIGKEITSSCHLUESSEL3","TAETIGKEITSSCHLUESSEL4","TAETIGKEITSSCHLUESSEL5","EF3U1","EF3U2","EF4","EF5","EF6","EF7","EF8","EF9","EF10","EF11","EF12U1","EF12U2","EF14U1","EF14U2","EF15","EF16U1","EF16U2","EF17","EF18","EF19","EF20","EF21","EF22","EF23","EF24","EF25","EF26","EF27","EF28","EF29","EF33","EF34","EF35","EF36","EF37","EF38","EF39","EF40","EF41","EF42","EF43","EF44","EF45","EF46","EF47","EF48","EF49","EF50","EF52","EF53","EF55","EF57","EF58","EF59U1","EF59U3","YEAR","KEYE","B21","B23","B24","B27","B28","B29","B412","B423","B43","B52","KEYL","EF21H","MONTHS_OF_SERVICE"
26589,1,13974,4,408,34808,2,5,2,1,180,0,93301,637,"a",5,1,2,1,1944,3,1979,4,2018,41526,6,2,4,19,395,171,56705,1353,6116,182220,2660,278,2723107,447918,68,2,410438,51317,7,34,507,"aaaaaaaa",8,45,738,3,97960,6591482,1,1086463,1868.57995605469,59,16.3500003814697,86.25,23,19598,1,3,1,5,2018,"aaaaaa","a",692,"a","aa","a","aaa",100000000,95644,1791.57995605469,627.789978027344,36593,143.556962025316,39
37321,1,29981,2,651,19018,2,6,1,1,4354,5,28879,677,"aa",3,1,2,1,1942,12,1970,4,2018,15541,7,4,4,3,109,114,215185,2199,2506,161843,3778,206,796377,4170747,18,2,819427,44564,4,46,496,"aaaaaaaa",37,71,934,2,62699,1494520,0,1956123,777.580017089844,82,8.35000038146973,25.25,40,252372,2,3,1,4,2018,"aaaaaa","a",84,"a","aa","a","aaa",100000000,13312,300.579986572266,273.790008544922,68138,1974.17431192661,48
13282,1,24776,5,334,78263,7,9,1,1,2147,6,23798,155,"",1,1,1,1,1995,11,1992,4,2018,2069,3,4,5,73,124,175,188706,6181,4002,88410,1424,342,6028414,1859861,87,2,891362,29332,4,39,98,"aaaaaaaa",8,71,887,2,181591,4416546,1,4564795,1874.57995605469,78,4.34999990463257,43.25,22,13469,3,2,3,2,2018,"aaaaaa","a",827,"a","aa","a","aaa",100000000,2570,2161.580078125,1093.7900390625,29234,1521.82258064516,26
29514,1,32654,1,161,47378,8,3,1,4,2797,2,62141,349,"aaa",1,1,2,2,1976,10,2010,4,2018,82874,0,2,5,75,137,116,45123,478,8079,78085,3376,353,632333,3943900,2,2,863168,11227,7,59,171,"aaaaaaaa",22,87,936,7,66568,717978,0,52028,1816.57995605469,26,51.3499984741211,97.25,35,93648,2,2,4,1,2018,"aaaaaa","a",600,"a","aa","a","aaa",100000000,182968,497.579986572266,31.7900009155273,70051,329.36496350365,8
12160,1,10458,5,788,33725,3,6,2,3,642,3,61014,598,"",1,1,1,1,1985,3,1972,4,2018,73520,0,4,3,26,40,116,94675,7325,649,160829,3605,343,6479117,3514875,82,1,116761,45993,7,40,787,"aaaaaaaa",17,89,108,7,188528,3639654,1,5124436,1754.57995605469,72,20.3500003814697,49.25,27,59919,3,1,4,1,2018,"aaaaaa","a",274,"a","aa","a","aaa",100000000,128421,2045.57995605469,339.790008544922,57542,2366.875,46
61756,1,25160,4,502,28699,4,7,2,1,2661,7,54872,392,"",5,1,2,1,1931,3,1980,4,2018,70898,4,3,5,35,294,169,13614,6863,231,47515,3653,211,7424417,4632873,21,2,786273,1038,7,40,1099,"aaaaaaaa",12,80,17,1,12219,4497552,1,1384323,1069.57995605469,51,33.3499984741211,71.25,15,245108,2,3,3,2,2018,"aaaaaa","a",245,"a","aa","a","aaa",100000000,67294,2203.580078125,730.789978027344,49542,46.3061224489796,38
25173,1,28136,3,512,25033,3,1,1,1,1320,2,26841,168,"",5,1,5,2,1962,7,1988,4,2018,62601,4,2,1,1,175,99,382538,5881,7346,141422,3706,73,3602094,5110464,56,2,651884,34574,5,49,26,"aaaaaaaa",32,60,796,4,158135,5259583,0,3052588,465.579986572266,96,5.34999990463257,55.25,6,328359,1,2,3,2,2018,"aaaaaa","a",752,"a","aa","a","aaa",100000000,165530,1626.57995605469,1158.7900390625,21121,2185.93142857143,30
9345,1,18664,4,437,45428,1,1,2,4,2187,1,63930,490,"a",4,1,5,1,1932,10,1983,4,2018,44763,3,6,5,29,370,156,338566,438,1679,123550,1684,47,7051170,1340102,25,2,407404,42783,5,54,252,"aaaaaaaa",44,25,580,8,33009,4278727,1,3201455,1881.57995605469,6,10.3500003814697,52.25,5,211151,1,2,4,2,2018,"aaaaaa","a",171,"a","aa","a","aaa",100000000,90986,1480.57995605469,161.789993286133,24792,915.043243243243,35
66592,1,13415,4,509,11112,9,1,1,4,618,0,67493,204,"a",5,1,1,1,1959,5,2000,4,2018,61099,4,6,1,58,95,120,107529,4897,7604,27173,2226,49,1514827,2483189,66,1,304199,12118,7,36,1253,"aaaaaaaa",20,59,845,8,42466,4997212,1,343469,869.580017089844,31,22.3500003814697,33.25,29,217387,1,3,1,4,2018,"aaaaaa","a",47,"a","aa","a","aaa",100000000,81293,772.580017089844,1129.7900390625,70211,1131.88421052632,18
67179,1,13246,4,374,35954,9,6,2,4,2004,0,80503,783,"aa",3,1,2,1,1941,12,1991,4,2018,77387,6,4,3,46,398,122,279351,7958,232,124791,2216,359,699002,2592593,91,2,759555,28274,7,40,705,"aaaaaaaa",5,34,328,5,57326,6305599,1,3193063,1366.57995605469,6,48.3499984741211,29.25,13,7142,2,2,4,6,2018,"aaaaaa","a",355,"a","aa","a","aaa",100000000,134990,1600.57995605469,385.790008544922,42759,701.886934673367,27
53629,1,2278,4,590,15271,5,8,1,1,1103,6,11453,305,"aaa",3,1,2,1,1937,1,1974,4,2018,22389,2,5,4,50,21,66,265639,82,1862,163349,2225,142,5831324,3449651,83,2,536965,44439,4,37,437,"aaaaaaaa",12,22,731,5,29677,3140679,1,3893173,1704.57995605469,25,12.3500003814697,35.25,16,149021,1,2,4,6,2018,"aaaaaa","a",487,"a","aa","a","aaa",100000000,171267,647.580017089844,75.7900009155273,34427,12649.4761904762,44
5842,1,11534,5,281,12023,9,9,2,3,2104,9,44805,869,"",2,1,4,2,1989,7,2010,4,2018,93483,3,6,2,44,303,198,362045,7138,4755,105387,349,149,815407,4177219,73,2,875414,38257,7,33,1114,"aaaaaaaa",36,75,238,4,99906,1669388,0,3974146,515.580017089844,66,35.3499984741211,81.25,23,196919,2,3,2,3,2018,"aaaaaa","a",889,"a","aa","a","aaa",100000000,127170,2054.580078125,1097.7900390625,48262,1194.86798679868,8
39027,1,9104,5,268,77879,2,7,1,3,1236,8,2654,849,"aaa",5,1,4,1,1987,3,1959,4,2018,42044,3,3,4,36,276,80,17658,5282,1228,133143,2522,152,5441660,5206287,90,1,304747,14627,7,55,1292,"aaaaaaaa",24,68,762,7,183462,7419094,0,4902834,493.579986572266,24,4.34999990463257,20.25,7,282045,3,1,4,1,2018,"aaaaaa","a",538,"a","aa","a","aaa",100000000,163205,1934.57995605469,262.790008544922,64434,63.9782608695652,59
5236,1,38506,3,107,38684,1,3,1,2,2069,1,67749,21,"",5,1,2,2,1943,4,1963,4,2018,37597,5,1,2,27,251,53,149469,1639,8205,90542,3317,79,2071423,3367597,23,1,900949,12164,7,35,741,"aaaaaaaa",58,30,45,6,31449,2988150,0,5003558,1200.57995605469,5,25.3500003814697,26.25,31,327064,3,1,2,1,2018,"aaaaaa","a",168,"a","aa","a","aaa",100000000,143664,1674.57995605469,64.7900009155273,29491,595.494023904383,55
54899,1,18850,5,545,63512,6,5,2,3,401,6,67640,669,"aaa",2,1,1,1,1970,1,1956,4,2018,27491,0,2,2,16,295,40,293222,161,7032,31050,2352,283,2641161,2381679,55,1,296520,19426,6,36,1172,"aaaaaaaa",50,80,267,1,78491,6680209,0,1086448,986.580017089844,68,20.3500003814697,24.25,35,30441,1,3,1,4,2018,"aaaaaa","a",202,"a","aa","a","aaa",100000000,41278,108.580001831055,801.789978027344,42564,993.972881355932,62
20728,1,26496,3,153,59590,7,1,1,2,3687,0,90475,42,"",2,1,3,1,1961,6,2007,4,2018,62861,3,7,2,62,300,26,203051,7213,256,100326,920,354,4890387,2422949,57,1,150135,11225,5,60,779,"aaaaaaaa",5,24,274,2,181744,6615669,0,2885283,1489.57995605469,46,45.3499984741211,79.25,1,23833,3,3,4,6,2018,"aaaaaa","a",676,"a","aa","a","aaa",100000000,160576,672.580017089844,248.789993286133,200,676.836666666667,11
44177,1,41714,2,271,16900,4,3,1,4,4216,1,35375,763,"",3,1,3,2,1970,11,2015,4,2018,38666,5,7,1,42,309,117,198119,2046,2117,103506,3109,193,4355147,4292380,82,1,251108,44794,5,26,833,"aaaaaaaa",34,78,240,2,10659,6312187,1,4909800,1861.57995605469,85,26.3500003814697,3.25,0,195355,3,1,2,2,2018,"aaaaaa","a",667,"a","aa","a","aaa",100000000,120783,956.580017089844,174.789993286133,27847,641.161812297735,3
57240,1,4427,5,410,63203,2,6,1,2,3395,9,94786,844,"aaa",5,1,2,2,1967,10,1959,4,2018,59968,3,3,1,75,90,128,177513,7834,7348,128388,1017,88,6671975,3221466,16,2,64435,5446,4,43,590,"aaaaaaaa",25,84,920,3,59117,2727030,0,4135341,1069.57995605469,25,31.3500003814697,57.25,5,132199,1,1,3,6,2018,"aaaaaa","a",873,"a","aa","a","aaa",100000000,113976,1681.57995605469,414.790008544922,23451,1972.36666666667,59
64714,1,42180,1,412,46308,8,3,2,2,3863,5,94107,761,"",4,1,3,2,1998,6,1990,4,2018,66272,1,2,2,3,205,110,281044,1963,5223,169657,249,238,7517948,1305028,54,1,724365,55481,5,27,1274,"aaaaaaaa",0,15,818,5,188185,469859,1,862460,2196.580078125,72,27.3500003814697,89.25,9,240290,2,1,2,3,2018,"aaaaaa","a",395,"a","aa","a","aaa",100000000,11788,931.580017089844,408.790008544922,15705,1370.94634146341,28
53746,1,6217,5,667,38032,7,7,2,2,1971,3,48077,813,"",3,1,4,1,1969,5,1960,4,2018,7856,0,7,3,14,246,177,24336,4867,5844,166327,1346,278,3210708,2863819,99,2,230876,5890,5,28,557,"aaaaaaaa",20,58,445,8,60541,5246357,0,2028987,1660.57995605469,35,13.3500003814697,34.25,31,54425,3,1,3,3,2018,"aaaaaa","a",153,"a","aa","a","aaa",100000000,159761,2008.57995605469,27.7900009155273,55194,98.9268292682927,58
57442,1,41073,4,528,5287,1,4,2,4,2422,8,61920,825,"aa",4,1,4,1,2000,7,2012,4,2018,5737,3,3,1,1,271,103,276419,6214,659,29273,346,41,1241315,620343,68,1,63469,17102,6,31,642,"aaaaaaaa",48,40,13,5,128213,167407,1,4122555,1397.57995605469,27,29.3500003814697,62.25,29,120358,1,1,1,5,2018,"aaaaaa","a",467,"a","aa","a","aaa",100000000,61121,497.579986572266,450.790008544922,38279,1019.9963099631,6
19972,1,24149,2,592,77183,5,5,1,1,3292,3,61694,275,"",1,1,3,2,1988,2,2017,4,2018,68361,0,3,4,73,11,18,274935,3958,6858,94078,3271,216,6762391,810210,33,1,204767,35849,6,32,1144,"aaaaaaaa",25,25,479,8,19546,3450070,0,4236176,1043.57995605469,23,10.3500003814697,10.25,32,161526,1,3,1,1,2018,"aaaaaa","a",127,"a","aa","a","aaa",100000000,171683,1056.57995605469,236.789993286133,40287,24994.0909090909,1
36525,1,16654,1,714,22706,8,5,2,4,4121,9,45220,143,"aaaaaa",5,1,1,1,1958,12,1972,4,2018,49536,3,3,5,77,43,146,112325,5199,4003,43571,1943,260,7261345,3997719,46,2,180436,36055,7,26,1371,"aaaaaaaa",53,25,75,8,148506,3319215,0,5337037,1614.57995605469,57,33.3499984741211,0.25,37,69321,3,3,3,1,2018,"aaaaaa","a",287,"a","aa","a","aaa",100000000,64568,1107.57995605469,332.790008544922,48626,2612.20930232558,46
27820,1,27074,4,246,57482,9,1,2,1,125,1,69925,249,"aa",2,1,2,2,1970,1,1972,4,2018,11521,7,2,2,16,367,125,478,437,6784,62110,2245,30,4237368,2886947,5,2,197294,57279,4,44,546,"aaaaaaaa",18,59,81,7,48406,6635025,0,4026277,42.5800018310547,55,31.3500003814697,14.25,24,235587,1,1,2,3,2018,"aaaaaa","a",246,"a","aa","a","aaa",100000000,96485,1284.57995605469,305.790008544922,68288,1.30245231607629,46
6376,1,33989,1,569,88844,9,8,2,2,3030,0,55598,186,"aa",4,1,1,1,1958,8,1994,4,2018,6564,5,5,3,9,326,99,148817,843,6839,57618,1282,334,6213634,1775466,42,1,288024,19854,4,32,241,"aaaaaaaa",26,47,251,2,38178,6831150,0,140709,1504.57995605469,88,43.3499984741211,34.25,6,183027,1,3,2,1,2018,"aaaaaa","a",291,"a","aa","a","aaa",100000000,90834,1803.57995605469,990.789978027344,65375,456.493865030675,24
10151,1,22219,5,702,16407,6,4,1,4,317,8,74656,349,"a",3,1,5,1,2003,11,1971,4,2018,48330,4,5,3,9,375,112,79879,5726,4205,137159,79,56,5907176,4152291,38,2,367257,41476,4,25,950,"aaaaaaaa",31,43,161,1,40430,5400804,1,1096115,344.579986572266,12,40.3499984741211,92.25,25,294448,2,1,1,4,2018,"aaaaaa","a",362,"a","aa","a","aaa",100000000,173205,444.579986572266,798.789978027344,47419,213.010666666667,47
13092,1,23924,4,345,20879,6,6,2,1,2888,9,51398,57,"a",4,1,5,1,1998,1,2012,4,2018,14369,6,5,3,14,226,193,208753,6858,7723,88627,1550,202,2111950,4954946,20,1,807599,38232,7,54,870,"aaaaaaaa",18,65,211,2,170883,2922198,0,2677656,848.580017089844,7,33.3499984741211,76.25,31,220730,3,2,1,6,2018,"aaaaaa","a",877,"a","aa","a","aaa",100000000,115579,1689.57995605469,414.790008544922,40877,923.685840707965,6
34787,1,19163,1,709,8326,9,8,2,4,3916,8,78045,20,"aa",5,1,1,2,1965,9,1964,4,2018,24839,0,3,3,65,31,94,163363,6975,4968,85689,733,277,3382310,4367754,94,1,839638,22365,7,37,1132,"aaaaaaaa",8,37,248,5,157513,7019786,0,2710650,2283.580078125,50,42.3499984741211,58.25,35,328046,2,2,1,2,2018,"aaaaaa","a",477,"a","aa","a","aaa",100000000,96932,1981.57995605469,233.789993286133,14966,5269.77419354839,54
2247,1,6228,5,448,93106,5,7,1,4,1265,6,54020,357,"aaa",2,1,2,2,1961,7,2016,4,2018,35883,5,6,5,33,101,1,389323,8317,1961,148505,931,290,2365572,5131713,42,2,276291,48920,4,26,5,"aaaaaaaa",24,64,542,8,13745,770208,1,951509,1503.57995605469,24,33.3499984741211,55.25,28,173585,3,1,1,5,2018,"aaaaaa","a",663,"a","aa","a","aaa",100000000,93385,2048.580078125,575.789978027344,28024,3854.68316831683,2
36835,1,15869,1,631,5684,7,3,2,4,1355,8,67722,713,"aa",1,1,1,1,1935,4,1998,4,2018,14988,5,6,1,22,99,140,342415,4098,439,74175,3739,314,4681559,637261,42,1,15036,31141,4,33,469,"aaaaaaaa",31,62,293,2,72085,6785047,0,2452349,2315.580078125,96,32.3499984741211,89.25,14,202037,2,1,4,4,2018,"aaaaaa","a",714,"a","aa","a","aaa",100000000,150524,2077.580078125,486.790008544922,70374,3458.73737373737,20
1082,1,10510,2,243,52579,2,6,1,4,1290,0,8482,727,"aaa",1,1,2,2,1952,4,1993,4,2018,46953,8,6,3,32,250,34,186227,2133,3924,111970,845,259,859724,883785,39,2,946153,14783,6,38,1135,"aaaaaaaa",12,38,542,7,20160,697239,1,1144501,2337.580078125,26,22.3500003814697,30.25,28,293218,1,1,1,4,2018,"aaaaaa","a",487,"a","aa","a","aaa",100000000,119276,1634.57995605469,349.790008544922,35878,744.908,25
61899,1,25635,5,526,59677,5,5,1,1,126,4,18097,434,"",1,1,4,1,1996,12,1958,4,2018,88482,2,7,2,6,395,119,137622,137,8031,63292,272,242,4048576,3291071,38,1,165393,40366,7,54,345,"aaaaaaaa",47,58,860,1,134800,7213960,0,396178,98.5800018310547,51,28.3500003814697,6.25,11,24276,2,3,4,5,2018,"aaaaaa","a",405,"a","aa","a","aaa",100000000,83962,16.5799999237061,819.789978027344,24514,348.410126582279,60
5543,1,28994,3,507,18873,2,8,2,4,2550,9,18617,122,"",5,1,2,1,1934,7,1985,4,2018,92666,1,6,3,9,333,44,55774,1007,1468,25314,1457,85,4076876,2958247,38,2,662052,33902,5,39,415,"aaaaaaaa",63,47,464,2,19426,6748761,1,1214444,1424.57995605469,25,35.3499984741211,79.25,27,124500,2,3,1,1,2018,"aaaaaa","a",850,"a","aa","a","aaa",100000000,130032,753.580017089844,628.789978027344,60504,167.48948948949,33
50054,1,12549,2,581,85336,9,3,2,4,915,8,7816,371,"aaa",3,1,1,1,1930,2,1979,4,2018,73835,2,4,4,83,179,88,110211,194,5435,8793,3698,323,2728911,4936573,81,1,270210,2052,6,59,135,"aaaaaaaa",24,83,163,4,106400,1972612,1,2737245,1727.57995605469,25,33.3499984741211,70.25,27,250509,3,1,4,4,2018,"aaaaaa","a",483,"a","aa","a","aaa",100000000,71590,1725.57995605469,705.789978027344,44510,615.703910614525,39
1151,1,4565,2,126,75344,1,9,2,3,105,5,29894,279,"",5,1,5,2,1968,1,2010,4,2018,55694,5,2,5,39,39,25,184770,941,2816,171237,1941,287,1120740,4759682,14,1,528077,16686,4,38,783,"aaaaaaaa",46,17,232,6,100483,3485537,1,4933089,1591.57995605469,43,50.3499984741211,28.25,5,320041,1,3,1,3,2018,"aaaaaa","a",210,"a","aa","a","aaa",100000000,29047,2312.580078125,1232.7900390625,29034,4737.69230769231,8
18621,1,21101,5,726,15096,1,8,1,1,2401,7,59859,428,"a",3,1,2,1,1939,12,1987,4,2018,57328,6,6,1,31,34,103,119462,4616,3579,32864,414,54,5476062,128633,14,1,393950,56304,7,53,119,"aaaaaaaa",63,37,601,2,162871,564221,0,4620209,1655.57995605469,72,9.35000038146973,47.25,5,240953,2,3,1,3,2018,"aaaaaa","a",150,"a","aa","a","aaa",100000000,52586,765.580017089844,817.789978027344,52202,3513.58823529412,31
52096,1,10654,3,382,75716,8,5,1,3,3796,4,69326,358,"",1,1,1,2,1992,9,1959,4,2018,9245,4,1,5,52,372,117,152373,2760,471,54998,1031,56,2609751,4920112,32,1,428759,19167,7,56,656,"aaaaaaaa",51,45,686,3,108668,159740,1,1689642,1394.57995605469,27,38.3499984741211,0.25,0,161593,1,1,2,6,2018,"aaaaaa","a",645,"a","aa","a","aaa",100000000,30656,2004.57995605469,925.789978027344,30328,409.604838709677,59
43472,1,25165,3,499,78456,5,9,2,4,3551,8,71429,179,"",4,1,2,2,1948,5,2017,4,2018,56438,8,5,2,74,210,29,169699,5470,5707,102870,1595,241,763196,2557440,89,2,934716,21737,6,55,20,"aaaaaaaa",19,62,131,6,112912,2581780,0,4999832,1316.57995605469,2,6.34999990463257,7.25,16,287663,3,2,2,3,2018,"aaaaaa","a",526,"a","aa","a","aaa",100000000,153902,1197.57995605469,274.790008544922,37510,808.090476190476,1
2059,1,37310,4,262,29939,8,9,1,3,2640,9,94696,84,"",4,1,5,2,1932,3,2000,4,2018,32218,1,3,4,51,284,95,94835,3009,2032,65923,1411,130,4294606,1982179,73,1,756850,40540,4,28,124,"aaaaaaaa",7,64,307,3,167198,7071807,1,2272531,1930.57995605469,45,27.3500003814697,14.25,39,55330,2,3,3,4,2018,"aaaaaa","a",636,"a","aa","a","aaa",100000000,163641,1765.57995605469,1132.7900390625,35831,333.926056338028,18
57269,1,24237,4,368,48186,4,5,1,1,102,6,25378,226,"aa",5,1,1,2,1961,4,1984,4,2018,88300,0,7,2,2,141,31,126427,5197,7320,19758,3062,47,1448771,4593991,9,1,897534,4193,5,58,1032,"aaaaaaaa",53,40,801,2,18137,4248074,1,4779001,1260.57995605469,89,14.3500003814697,32.25,36,139670,2,2,4,6,2018,"aaaaaa","a",180,"a","aa","a","aaa",100000000,109728,1643.57995605469,495.790008544922,15528,896.645390070922,34
56793,1,28465,5,315,85713,7,6,1,2,41,6,19215,672,"aa",5,1,2,1,2002,5,1989,4,2018,70235,0,5,2,4,175,159,333472,3438,4801,60433,3011,64,2922388,2387642,53,1,915701,48791,7,48,1233,"aaaaaaaa",42,90,703,1,1124,3614392,1,3809766,771.580017089844,58,46.3499984741211,87.25,16,243102,1,3,1,1,2018,"aaaaaa","a",544,"a","aa","a","aaa",100000000,112769,2013.57995605469,1108.7900390625,15020,1905.55428571429,29
1147,1,34039,2,368,81576,8,5,1,4,1210,4,70671,413,"aa",5,1,2,2,1976,11,1961,4,2018,37282,4,5,5,52,342,160,314680,4571,5828,28712,3669,342,5149414,1999302,31,1,700479,51572,7,30,721,"aaaaaaaa",2,37,148,8,159946,3910776,0,2799056,684.580017089844,59,47.3499984741211,2.25,24,70682,3,2,2,1,2018,"aaaaaa","a",367,"a","aa","a","aaa",100000000,116625,2255.580078125,1195.7900390625,68463,920.116959064327,57
66681,1,6748,2,351,61171,7,8,1,1,2506,0,48373,231,"",2,1,5,1,1947,3,1996,4,2018,4530,4,5,3,28,87,164,170994,6742,6444,129179,287,143,717937,3227083,11,1,457933,13230,5,35,855,"aaaaaaaa",37,39,660,4,171080,6529892,0,5129758,826.580017089844,53,50.3499984741211,75.25,2,197172,2,1,2,5,2018,"aaaaaa","a",188,"a","aa","a","aaa",100000000,8436,1509.57995605469,348.790008544922,8593,1965.44827586207,22
53467,1,5799,2,759,76630,8,3,2,3,1460,1,45034,430,"",5,1,3,2,1956,2,2008,4,2018,72727,6,7,2,21,183,123,86030,6903,1089,163004,3961,236,1243912,5055010,47,1,797912,11785,4,43,30,"aaaaaaaa",58,39,888,1,107093,3085639,0,3006900,1420.57995605469,94,11.3500003814697,9.25,27,29203,1,1,1,3,2018,"aaaaaa","a",759,"a","aa","a","aaa",100000000,110362,132.580001831055,1149.7900390625,18176,470.109289617486,10
46636,1,1128,1,465,86480,1,8,1,4,2970,7,56284,665,"",5,1,1,1,1954,3,2006,4,2018,30953,2,5,5,77,219,71,240750,4622,6305,134339,3298,183,3763080,464226,59,2,165079,30717,7,44,589,"aaaaaaaa",19,26,325,8,192386,4520022,0,4953969,943.580017089844,69,41.3499984741211,21.25,1,224808,3,2,4,5,2018,"aaaaaa","a",221,"a","aa","a","aaa",100000000,165223,668.580017089844,466.790008544922,27875,1099.31506849315,12
45865,1,18275,4,532,90798,4,4,1,4,2942,8,86514,568,"",2,1,4,2,1984,11,1967,4,2018,61483,7,5,3,12,90,169,35999,7774,5404,172707,565,338,4168112,701140,39,2,681290,32120,4,38,712,"aaaaaaaa",35,48,335,8,107328,1353112,0,9657,772.580017089844,78,14.3500003814697,14.25,19,220105,1,1,4,1,2018,"aaaaaa","a",137,"a","aa","a","aaa",100000000,23276,646.580017089844,567.789978027344,38394,399.988888888889,51
43930,1,9561,1,807,51912,1,7,1,1,2177,1,94426,820,"aa",4,1,5,2,1959,10,1986,4,2018,25007,8,3,1,73,61,194,254687,3929,7101,44732,3781,229,5346892,4274115,5,2,486267,13659,6,53,700,"aaaaaaaa",14,78,677,8,147382,7099842,0,3121328,1864.57995605469,28,33.3499984741211,83.25,23,157955,3,2,1,6,2018,"aaaaaa","a",106,"a","aa","a","aaa",100000000,34646,2179.580078125,411.790008544922,23363,4175.19672131148,32
48775,1,3516,3,480,16716,8,8,2,1,1218,4,19261,166,"a",3,1,1,2,1939,5,1982,4,2018,12727,6,1,1,58,34,60,299524,7932,711,1919,2353,148,2647404,266527,27,1,770373,50474,6,52,3,"aaaaaaaa",48,89,332,4,205241,3344778,1,2659914,983.580017089844,61,27.3500003814697,0.25,32,7377,1,3,4,2,2018,"aaaaaa","a",891,"a","aa","a","aaa",100000000,102251,2106.580078125,1280.7900390625,59085,8809.52941176471,36
20817,1,2577,5,309,32563,6,2,2,3,3036,5,46448,536,"aaa",3,1,1,1,1976,10,1960,4,2018,40042,3,2,2,53,256,58,184964,4536,5749,92168,1833,217,6701743,5314294,93,1,35557,61583,7,30,792,"aaaaaaaa",39,62,513,7,95290,6017563,0,4840132,686.580017089844,91,25.3500003814697,17.25,19,77838,3,1,3,5,2018,"aaaaaa","a",393,"a","aa","a","aaa",100000000,105382,1950.57995605469,1079.7900390625,44614,722.515625,58
13396,1,38879,2,611,4593,4,1,2,4,514,0,69632,328,"",2,1,3,2,1974,1,1957,4,2018,10766,6,3,5,42,241,186,29722,635,3650,123180,150,350,5501113,4449734,64,2,789558,5097,5,48,1050,"aaaaaaaa",42,70,182,3,148151,1896500,0,2985723,180.580001831055,96,44.3499984741211,50.25,3,239110,2,2,2,2,2018,"aaaaaa","a",832,"a","aa","a","aaa",100000000,178265,998.580017089844,1273.7900390625,55897,123.327800829876,61
54462,1,27748,1,521,13134,8,3,2,4,2287,0,56748,541,"",4,1,2,2,1986,8,1964,4,2018,82305,1,7,1,43,266,135,265711,914,3122,128657,1390,85,2639302,3798458,34,1,761527,32079,5,60,1223,"aaaaaaaa",59,74,55,5,111320,6980344,1,552991,2103.580078125,13,39.3499984741211,62.25,26,180384,2,3,2,4,2018,"aaaaaa","a",460,"a","aa","a","aaa",100000000,54611,130.580001831055,1016.78997802734,55156,998.913533834586,54
14021,1,12304,1,367,39372,4,7,1,3,2551,9,20755,439,"aa",4,1,2,2,2001,10,2014,4,2018,66258,6,2,2,80,90,1,86856,6180,1707,48436,722,78,1687416,3274645,7,1,462824,9051,7,51,358,"aaaaaaaa",47,62,287,3,3183,3289209,1,5037702,1715.57995605469,92,50.3499984741211,30.25,23,331389,3,1,3,4,2018,"aaaaaa","a",296,"a","aa","a","aaa",100000000,85009,1030.57995605469,670.789978027344,8113,965.066666666667,4
57107,1,3561,4,630,37647,9,5,2,2,3209,6,66367,282,"",3,1,5,2,1980,3,1984,4,2018,5868,6,1,2,69,201,113,61398,4191,3856,101569,67,249,4915447,247231,93,1,632319,15447,7,36,890,"aaaaaaaa",14,47,962,5,138779,6179971,0,1458457,1560.57995605469,52,38.3499984741211,25.25,37,267514,1,1,3,6,2018,"aaaaaa","a",287,"a","aa","a","aaa",100000000,35791,1678.57995605469,610.789978027344,62708,305.462686567164,34
57777,1,13613,5,412,18355,4,3,2,3,1392,5,24978,362,"",3,1,3,1,1955,12,1990,4,2018,50866,8,5,4,51,16,49,188786,6867,1486,2913,3358,37,6009568,5104276,29,2,708348,14640,6,37,544,"aaaaaaaa",21,75,127,5,5857,3989128,0,1197342,1798.57995605469,92,36.3499984741211,29.25,28,440,2,2,4,3,2018,"aaaaaa","a",431,"a","aa","a","aaa",100000000,166853,441.579986572266,1343.7900390625,3247,11799.125,28
39942,1,16327,1,741,65840,5,4,1,4,4406,3,13977,176,"",1,1,4,1,1987,10,2001,4,2018,76205,7,6,2,31,89,21,313573,6017,4325,160449,3181,253,3818379,1968291,91,2,407886,17732,4,57,98,"aaaaaaaa",30,79,228,3,13206,7205067,0,5238034,1879.57995605469,92,28.3500003814697,11.25,28,86960,2,1,4,4,2018,"aaaaaa","a",736,"a","aa","a","aaa",100000000,108421,245.580001831055,1173.7900390625,10986,3523.29213483146,17
49724,1,27518,1,465,20004,9,6,1,4,2735,2,30756,169,"aaa",3,1,2,1,1933,11,2010,4,2018,13666,7,5,5,58,213,44,350789,8273,3978,147921,2659,263,4136518,4734746,70,2,916313,38750,4,33,419,"aaaaaaaa",43,17,119,3,20554,5202796,1,693996,1327.57995605469,87,36.3499984741211,88.25,1,178303,2,1,2,3,2018,"aaaaaa","a",704,"a","aa","a","aaa",100000000,179586,2008.57995605469,1041.7900390625,15140,1646.89671361502,8
